AT	V	AP	RH	PE
28.24	65.27	1013.43	48.74	439.36
21.3	59.39	1013.83	84.53	444.21
27.88	70.79	1005.06	72.5	429.62
26.87	74.99	1002.48	71.91	437.78
30.12	69.71	1009.1	52.02	435.85
29.98	47.93	1002.46	42.73	438.79
26.97	67.32	1014.35	55.07	439.61
30.71	68.27	1007.76	68.04	428.27
23.11	68.3	1017.83	86.62	437.91
31.41	64.44	1013.84	49.49	439.3
25.86	59.92	1009.92	73.95	436.06
25.54	70.47	1009.28	73.5	436.16
21.79	58.2	1017.21	66.74	446.94
24.6	63.94	1012.87	80.28	439.63
27.53	67.83	1009.4	53.73	429.05
25.84	67.83	1009.26	59.55	433.32
26.51	67.25	1017.85	64.17	435.52
25.61	67.69	1009.22	68.76	437.78
30.64	74.87	1009.44	59.01	437.43
28.41	75.6	1018.48	56.07	440.28
24.03	62.44	1010.96	79.88	430.66
30.93	71.85	1008.63	58.47	427.82
29.46	49.3	1003.88	54.1	436.37
31.32	71.29	1008.37	50.07	430.46
27.05	67.79	1010.99	71.37	443.89
22.48	50.32	1008.47	83.58	444.5
25.65	68.08	1011.27	75.26	435.91
28.68	70.32	1008.51	45.73	430.48
20.76	62.52	1015.63	81.04	451.69
25.76	73.5	1011.44	81.36	437
24.24	71.58	1010.15	91.14	437.75
27.54	68.27	1008.12	56.42	433
27.78	72.43	1006.72	74.53	429.62
28.82	65.71	1014.24	54.3	449.18
24.81	59.43	1009.42	54.64	439.33
28.9	68.12	1011.87	46.56	438.53
34.18	67.9	1005.87	30.34	425.5
24.04	60.77	1017.62	75.23	442.25
26.38	66.49	1013.89	43.06	442.38
24.44	72.99	1008.38	91.66	435.47
21.7	70.32	1009.12	91.3	438.52
24.05	61.87	1009.64	54.54	442.16
27.11	66.49	1013.71	39.28	435.79
22.63	45.61	1014.14	73.06	457.88
23.96	51.3	1011.81	71.81	451.11
26.54	69.34	1009.5	87.18	435.51
30.76	59.57	1010.66	61.76	439.32
23.37	65.46	1016.25	48.64	447.07
26.39	66.05	1018.24	61.27	442.22
24.38	57.17	1009.85	74.46	444.59
29.83	71.98	1004.32	67.55	426.98
23.09	73.5	1011.4	89.76	438.56
22.76	57.5	1014.75	74.38	451.7
23.58	49.3	1003.8	74.62	440.44
29	69.68	1012.78	66.09	442.79
20.62	68.12	1012.33	79.88	447.16
25.56	69.13	1002.46	68.26	434.48
20.92	49.15	1021.15	49.76	455.32
24.33	68.08	1013.02	64.81	442.93
25.76	73.5	1011.44	81.36	437
30.16	69.34	1007.67	57.69	433.54
28.82	64.79	1016.74	56.34	445.1
24.81	63.94	1018.76	44.51	444.26
27.02	71.25	1000.48	87.86	438.33
26.93	62.44	1011.02	70.05	435.11
31.11	72.25	1012.34	44.45	434.22
23.22	66.56	1002.47	85.39	437.11
20.9	67.71	1007.16	59.02	446.57
23.29	62.91	1013.35	68.25	444.61
26.11	47.43	1009.01	56.09	445.36
27.63	70.17	1000.42	85.22	432.46
23.94	62.08	1022.47	61.97	447.5
22.24	69.23	1011.83	79.37	441.9
23.53	68.94	1007.53	69.17	437.48
35.2	73.56	1006.56	45.72	434.37
31.35	70.8	1010.11	66.37	432.19
26.16	52.36	1013.62	58.52	453.08
22.76	44.05	1006.95	74.07	450.31
28.38	64.05	1010.19	71.84	439.83
28.08	64.44	1013.02	64.34	440.26
24.84	59.22	1013.18	83.08	442.7
26.78	66.54	1010.14	49.01	440
21.97	58.12	1015.29	77.47	449.6
30.66	73.77	1003.13	78.09	430
20.95	70.72	1009.96	87.73	445.66
26.93	67.07	1005.65	60.26	437.76
25.74	63.73	1010.88	70.87	441.9
29.86	70.8	1010.22	70.36	437.47
20.76	70.72	1009.73	89.04	448.85
21.28	44.05	1005.69	83.2	444.56
21.9	66.54	1004.76	89.99	439.06
33.18	72.29	1009.51	58.35	435.26
22.2	57.17	1009.82	78.43	447.75
29.93	71.85	1008.43	66.64	426.82
32.41	58.9	1003.26	45.33	439.11
24.2	68.67	1006.72	78.08	444.09
20.88	59.8	1015.66	75.34	453.18
25.63	72.99	1008.2	86.8	436.64
20.48	51.43	1007.4	90.7	448.03
25.76	63.94	1018.49	42.14	445.78
31.27	73.91	1003.72	68.92	430.59
22.61	60.27	1018.81	83.27	440.98
29.01	66.44	1011.21	71.56	430.61
22.67	60.77	1017.56	79.43	444.43
30.62	66.75	1017.68	53.68	432.66
29.67	66.51	1015.6	34.1	434.8
30.37	76.09	1006.95	65.93	435.01
26.7	70.32	1011.04	86.41	438.46
28.02	63.9	1013.96	46.2	444.42
29.32	63.77	1013.24	55.1	438.09
29.6	71.58	1010.34	52.56	434.64
21.53	70.02	1010.33	95.95	440.93
28.31	74.33	1011.89	69.77	428.46
25.5	63.91	1009.4	75.22	444.26
20.64	61.86	1012.81	99.97	447.14
32.57	65.74	1011.03	46.27	440.56
25.23	69.34	1009.51	82.87	445.92
27.36	66.54	1011.31	45.3	436.69
23.49	42.8	1013.96	65.31	459.9
26.78	52.3	1008.52	61.23	441.21
27.5	65.34	1014.93	47.46	439.59
27.1	52.84	1006.28	53.85	439.08
27.44	65.59	1010.76	68.67	441.08
21.55	60.27	1017.42	92.59	443.93
29.04	70.72	1009.55	66.58	437.95
31.01	67.69	1005.06	46.16	426.64
28.8	70.02	1010.76	49.61	435.45
24.43	58.95	1017.18	57.73	441.4
30.05	66.44	1008.46	76.82	427.55
22.59	70.32	1007.07	74.39	437.39
23.81	57.5	1015.53	70.66	448.72
28.23	64.05	1011.98	75.23	442.3
23.31	68.63	1014.73	51.57	448.2
25.18	69.23	1013.26	57.45	438.72
30.9	73.68	1014.95	40.9	430.29
26.27	58.33	1013.81	60.43	438.82
21.92	61.87	1009.68	58.83	445.52
32.98	73.88	1006.31	47.55	440.28
32	73.17	1009.94	40.48	428.69
24.14	62.66	1007.33	73.27	439.93
26.59	66.49	1013.32	49.76	439.72
24.4	62.26	1011.62	70.1	439.06
25.59	61.08	1013.19	77.28	443.91
23.43	61.47	1007.84	87.11	448.01
24.33	46.93	1013.72	48.27	447.43
29.74	70.32	1008.1	52.72	432.69
32.07	67.83	1007.91	41.61	429.31
25.24	63.47	1011.3	66.21	442.75
23.96	60.95	1015.01	65.24	446.4
30.63	53.3	1004.91	53.3	430.27
30.07	70.98	1007.74	75.68	437.55
26.18	68.08	1012.92	55.7	436.51
20.86	67.25	1017.45	81.45	444.5
25.02	60.29	1017.49	54.75	445.61
29.54	72.29	1011	42	443.79
30.48	70.04	1010.73	53.7	429.85
24.26	56.57	1013.86	70.35	442.9
24.97	68.61	1011.08	58.94	447.83
30.76	69.14	1007.63	71.24	431.67
20.77	51.3	1013.89	88.72	450.97
26.12	63.31	1013.97	51.6	439.77
27.06	64.45	1008.72	54.21	443.1
27.77	62.26	1010.88	66.45	430.19
30.56	71.25	1000.3	70.55	431.92
24.81	59.43	1009.42	54.64	439.33
25.77	58.59	1012.51	55.84	449.65
25.31	49.82	1014.62	62.15	453.05
23.46	47.01	1014.41	69.19	457.76
25.16	43.21	1011.73	88.69	442.29
28.18	71.85	1008.78	82.88	427.83
25.38	74.67	1016.61	81.34	435.41
20.56	59.14	1016.02	68.59	448.82
21.96	51.43	1007.28	89.96	442.87
32.31	68.94	1006.11	71.78	431.14
25.71	71.14	1010.02	66.39	432.46
20.76	62.52	1015.63	81.04	451.69
29.09	67.07	1005.99	41.39	429.93
31.13	64.05	1011.51	61.27	439.24
28.29	68.08	1010.77	53.92	430.93
25.55	58.95	1017.12	51.84	442.3
28.62	63.77	1012.82	55.77	441.97
22.1	71.29	1008.2	75.38	442.35
25.26	74.33	1014.79	79.56	433.49
30.13	78.05	1010.99	61.5	434.14
21.5	61.5	1008.43	78.13	447.83
21.81	43.77	1011.97	64.72	453.13
24.65	71.98	1006.46	91.11	431.77
23.36	59.15	1013.71	86.64	442.53
24.99	58.79	1016.37	67.16	439.2
28.77	58.33	1013.73	36.6	448.06
30.27	64.69	1006.3	53.69	435.67
24.86	60.77	1016.85	71.24	440.68
20.76	58.79	1017.22	78.75	447.07
28.28	61.86	1012.07	64.49	439.65
30.95	73.06	1008.86	74.86	431.77
26.46	61.41	1012.41	56.58	448.83
21.08	52.05	1012.28	45.25	453.4
30.29	74.16	1008.77	75.23	431.39
24.78	66.49	1010.55	68.12	436.62
23.39	61.87	1010.35	48.91	444.03
25.15	68.51	1013.25	72.31	440.96
27.11	70.04	1009.76	71.25	431.96
23.04	48.06	1014.16	54.99	459.36
32.27	71.85	1008.06	59.28	429.72
29.92	67.22	1014.09	50.62	444.78
29.6	67.79	1010.37	51.05	442.43
30.68	71.8	1010.81	61.4	435.4
24.42	66.56	1002.04	84.7	434.18
23.7	64.45	1012.87	38.24	451.16
29.95	67.25	1017.68	51.91	433.13
21.96	48.6	1004.87	76.27	446.56
30.26	71.77	1006.24	58.98	429.27
31.76	66.54	1003.02	49.64	430.18
28.34	73.68	1015.05	76.73	432
27.92	63.07	1010.75	45.26	442.87
23.94	63.21	1013.52	83.12	440.15
24.84	59.22	1013.18	83.08	442.7
28.04	69.14	1007.16	80.38	436.37
24.48	69.45	1013.86	62.39	435.74
27.87	70.79	1003.96	72.17	428.41
22.32	70.47	1010.97	83.16	441.87
29.1	76.2	1006.28	60.22	435.97
27.76	72.58	1009.04	84.96	429.25
23.64	69.94	1005.2	64.53	439.66
31.04	74.67	1015.85	43.32	435.17
31.04	68.31	1010.54	42.74	441.56
26.94	68.24	1010.49	76.58	430.34
23.21	58.49	1010.97	74.34	448.09
23.34	45.61	1012.73	74.09	455.82
21.95	68.63	1012.8	61.55	448.9
21.52	50.66	1013.56	74.33	455.71
25.95	59.27	1010.9	70.42	444.19
27.47	69.98	1008.53	58.72	431.11
22.07	50.78	1008.6	61.33	449.96
29.29	71.14	1011.49	49.97	432.58
26.34	59.21	1013.37	58.98	439.22
31.58	66.54	1003.26	54	429.73
20.51	48.6	1005.29	80.7	448
22.7	61.41	1012.08	78.08	449.75
20.65	50.59	1016.22	68.57	455.24
25.79	59.43	1008.61	64.3	435.51
30.05	69.34	1008.26	61.5	436.82
22.45	59.87	1018.92	72.73	445.34
25.55	71.64	1009.09	79.35	439.37
26.26	65.06	1013.58	52.72	440.92
30.39	66.54	1002.7	59.15	428.89
25.03	60.84	1017.69	59.23	441.58
25.42	66.05	1016.74	68.92	442.6
25.67	69.88	1007.84	83.32	441.35
22.04	58.05	1013.11	85.22	447.28
28.19	71.97	1008.85	84.67	438.8
25.18	61.08	1013.08	80.75	445.64
25.47	59.92	1010.08	77.18	439.84
21.14	69.94	1008.87	79.74	440.69
22.42	71.77	1005.5	90.62	435.06
25.9	47.45	1007.8	55.96	443.13
28.17	63.13	1012.44	66.61	439.94
32.63	74.99	1002.42	40.07	432.79
20.99	50.12	1008.82	95.97	448.07
25.35	71.98	1006.83	88.44	435.72
34.43	68.51	1010.17	34.09	431.39
26.48	51.43	1006.76	74.3	438.1
21.11	41.67	1012.44	52.86	460.33
28.44	77.54	1011.73	77.3	433.21
28.99	54.2	1012.79	41.9	442.6
27.52	67.9	1005.65	59.52	439.01
28.36	66.75	1017.71	52.6	433.88
28.12	73.42	1011.49	80.16	435.46
26.84	70.36	1007.41	71.47	442.17
28.97	64.44	1014.55	54.67	438.08
22.53	60.95	1015.12	75.1	449.43
25.56	75.6	1017.37	69.31	442.2
22.08	55.5	1018.42	58.46	455.79
22.45	59.87	1018.92	72.73	445.34
24.51	65.12	1016.18	62.39	447.46
31.18	69.04	1008.19	49.72	441.26
20.94	68.12	1012.43	78.2	446.41
29.79	62.66	1008.5	48.51	440.27
25.27	69.89	1015.21	79.33	436.33
21.67	57.76	1018.32	68.21	452.56
25.11	58.79	1015.99	60.55	442.34
31.6	73.17	1010.05	43.48	433.37
26.03	64.44	1012.75	62.24	445.89
29.31	68.67	1006.18	63.38	435.57
31.4	66.54	1003.55	57.73	425.91
23.95	51.86	1014.24	68.28	449.81
30.97	69.13	1009.78	58.92	435.6
22.65	57.85	1012.6	68.52	445.36
20.84	65.06	1016.88	71.93	445.74
25.33	73.21	1002.19	97.24	433.43
25.65	69.23	1012.55	62.02	435.25
32.21	68.14	1003.34	62.44	426.56
28.57	65.27	1013.27	51.11	440.51
29.28	65.71	1013.76	48.05	445.49
30.34	68.08	1010.85	49.4	428.34
29.3	73.67	1005.64	65.31	431.07
21.1	62.66	1011.19	83.49	448.8
27.35	77.95	1012.14	74.14	431.72
25.39	70.36	1006.76	73.62	436.5
25.47	65.34	1015.3	50.31	445.39
20.6	45.38	1014.93	75.78	460.24
33.79	69.05	1001.62	40.13	435.1
25.71	66.05	1018.58	66.23	444.35
29.83	71.43	1011.93	55.8	439.34
22.68	70.47	1010.86	82.8	441.47
24.39	60.84	1018.5	61.73	442.72
24.57	49.5	1014.22	56.31	455.72
21.11	58.49	1011.6	80.44	449.16
22.45	59.87	1018.92	72.73	445.34
23.24	63.76	1010.1	79.16	441.35
28.73	68.24	1008.31	56.85	430.63
27.89	69.88	1007.99	85.62	430.75
27.77	51.43	1006.58	69.01	438.7
25.86	59.92	1009.92	73.95	436.06
24.21	71.77	1004.52	84.96	433.42
21.87	74.87	1009.28	85.4	442.37
25.41	77.54	1009.68	89.09	434.09
26.3	61.41	1012.45	56.85	448.55
30.06	67.25	1017.63	53.59	435.02
26.26	65.06	1013.58	52.72	440.92
29.07	71.64	1006.07	69.53	440.51
29.79	77.17	1009.68	64	432.84
26.62	72.43	1006.79	82.74	430.22
22.5	59.43	1010.31	72.17	441.92
32.8	68.67	1005.27	44.53	432.28
31.16	67.45	1014.69	32.25	428.35
30.74	69.59	1008.69	68.04	437.81
26.96	73.68	1013.81	84.77	429.48
31.61	75.08	1004.83	42.29	436.67
23.89	65.18	1012.46	78.29	438.97
29.54	74.99	1005	69.69	432.94
28.57	62.26	1010.75	62.12	437.41
27.5	65.34	1014.93	47.46	439.59
23.79	58.2	1016.77	55.88	446.88
29.92	69.75	1009.12	67.15	441.5
23.89	64.27	1013.37	75.22	450.82
22.21	61.5	1008.34	76.22	445.77
28.36	69.88	1007.75	84.17	434.03
25.15	68.51	1013.25	72.31	440.96
26.88	69.51	1012.76	45.03	436.3
25.63	72.99	1008.2	86.8	436.64
27.29	62.66	1007.63	58.02	439.58
25.71	58.59	1012.77	61.83	451.28
24.34	62.96	1019.7	61.44	446.09
27.77	63.87	1017.97	38.77	444.06
25.12	66.56	1009.22	65.62	436.56
31.75	74.99	1003.25	53.33	430.82
23.57	67.9	1006.08	70.12	446.72
28.09	70.02	1010.84	51.29	437.83
27.08	62.91	1011.9	62.58	442.91
31.74	72.25	1012.21	41.62	437.29
24.23	56.89	1012.32	68.04	441.29
23.39	63.21	1011.91	84.57	448.3
21.85	69.94	1010.89	79.4	443
25.57	65.46	1014.81	38.58	444.46
20.79	57.32	1012.47	70.09	446.18
30.92	59.57	1010.87	62.43	440.96
29.75	74.87	1009.1	56.5	435.61
30.81	71.97	1008.36	75	430.53
30.07	69.82	1010.39	57.53	437.38
32.21	71.85	1008.25	58.09	429.15
27.25	73.03	1014.15	68.52	439.78
25.79	59.43	1008.61	64.3	435.51
20.56	64.45	1012.24	53.09	458.97
22.98	69.84	1005.55	84.1	437.49
22.49	58.82	1009.73	85.19	444.11
29.86	69.34	1009.61	61.27	438.5
25.94	66.49	1012.83	61.81	433.38
26.92	78.92	1011.65	96.22	434.64
27.17	73.5	1010.36	73.29	435.22
26.94	73.21	1002.83	91.25	431.19
25.47	70.36	1005.79	77.73	437.02
30.87	67.32	1013.78	34.54	436.96
28.75	64.84	1009.61	58.24	441.3
25.53	57.17	1010	72.57	442.12
31.17	69.51	1010.51	43.11	428.94
25.38	74.67	1016.61	81.34	435.41
21.39	64.27	1011.71	95.39	445.12
28.52	70.02	1010.34	54.21	441.98
26.38	65.12	1016.1	47.57	441.07
26.85	69.84	1002.84	81.31	426.58
22.3	67.25	1017.33	75.85	453.27
20.76	57.25	1011.01	90.31	444.85
23.87	60.27	1018.94	77.16	439.86
27.04	69.98	1008.5	75.41	433.25
22.07	70.72	1010.52	82.96	442.88
29.34	71.98	1005.19	75.19	428.24
32.29	64.96	1002.13	42.61	430.58
26.99	62.26	1011.13	71.27	436.89
27.98	67.17	1007.32	75.29	440.68
29.24	69.05	1003.12	43.18	432.56
24.8	61.02	1009.86	71.75	438.96
20.98	42.23	1013.12	67.37	461.9
26.07	71.37	1008.6	79.48	439.25
25.6	58.46	1016.34	66.6	441.88
24.31	44.05	1006.16	73.3	442.69
24.2	50.78	1008.74	59.32	443.09
20.46	51.43	1007.31	93.25	444.88
21.24	44.3	1014.34	83.39	444
25.25	62.91	1012.51	62.64	443.14
24.33	60.32	1015.49	59.95	445.36
31.25	69.51	1010.25	36.83	428.77
24.43	59.87	1019.08	60.57	441.61
24.43	65.27	1013.25	55.4	440.99
32.56	68.94	1007.12	58.18	425.61
21.99	71.85	1009.5	74.77	441.1
28.65	70.32	1008.46	58.13	433.45
25.92	50.16	1003.95	71.3	440.98
23.81	46.93	1013.19	54.82	449.58
29.17	73.17	1009.87	60.97	432.07
22.35	58.59	1013.99	79.78	444.04
27.56	65.59	1010.88	66.47	439.64
20.51	45.38	1014.29	69.14	461.87
23.24	68.31	1009.71	80.8	440.78
21.96	58.79	1010.51	87.32	448.89
25.8	44.57	1008	52.56	450.48
33.76	68.51	1011.33	38.35	429.83
31.01	69.04	1009.14	52.81	442.07
32.48	69.89	1013.98	46.39	434.13
26.47	47.43	1009.09	54.94	439.4
25.37	58.33	1013.49	51.42	444.46
22.26	60.37	1008.14	92.37	441.33
25.38	62.96	1019.98	56.88	444.83
30.75	73.5	1011.02	54.76	429.18
29.2	70.79	1004.8	63.74	425.2
22.95	67.79	1009.89	91.69	442.19
22.1	58.33	1013.71	69.09	441.31
31.2	73.17	1010.28	53.23	431.23
26.55	69.45	1013.92	52.22	434.55
24.82	57.19	1007.82	71.46	439.91
29.23	66.51	1011.11	53.12	439.61
23.63	60.93	1006.41	83.06	439.9
28.11	69.84	1004.68	67.08	427.33
24.39	58.41	1013.65	80.93	445.39
25.53	59.57	1010.65	82.04	445.59
33.42	68.51	1011.91	45.83	427.66
26.52	71.64	1008.27	75.3	437.76
28.35	71.14	1010.65	60.38	429.21
31.15	66.25	1008.89	61.08	437.55
31.73	74.67	1016.38	44.51	425.34
25.72	47.45	1007.74	58.35	442.78
33.37	71.37	1003.75	45.26	432.67
21.55	44.58	1017.2	46.64	464.44
27.24	44.89	1009.61	51.89	442.84
25.85	75.08	1006.24	57.73	444.63
23.81	46.93	1013.19	54.82	449.58
24.51	51.95	1005.57	63.53	449.73
21.04	47.43	1007.15	64.82	450.27
30.17	64.79	1017.06	43.81	439.75
20.3	58.46	1015.93	82.13	448.79
28.73	73.91	1004.91	70.17	436.12
26.14	72.99	1007.49	81.72	433.25
28.3	59.27	1010.92	61.83	445.19
27.58	66.48	1004.82	51.23	435.34
23.83	49.21	1012.93	46.79	446.23
21.92	61.87	1009.68	58.83	445.52
29.54	74.99	1005	69.69	432.94
22.75	70.94	1008.03	81.95	439.91
28.17	63.13	1012.44	66.61	439.94
25.23	60.84	1017.79	56.42	442.02
21.67	57.76	1018.32	68.21	452.56
26.66	70.02	1010.88	58.37	439.99
21.22	59.15	1014.68	59.71	450.96
20.61	60.1	1010.84	80.57	450.46
23.26	59.21	1017.71	67.16	442.38
30.69	69.89	1013.9	42.85	431.01
30.09	69.48	1009.51	53.24	435.2
22.31	51.19	1009.38	79.72	444.74
28.59	69.84	1003.79	67.31	427.53
26.65	73.18	1012.27	83.12	437.7
20.42	62.96	1020.34	84	452.08
32.2	69.68	1012.12	42.47	437.35
28.13	68.12	1012.6	44.71	435.85
21.54	58.41	1013.99	86.34	450.69
22.51	68.63	1015.1	57.19	450.75
25.42	68.08	1011.2	76.58	433.82
27.91	63.76	1010.27	65.67	435.21
31.35	67.32	1013.74	38.56	439.81
23.74	63.9	1014.73	81.9	445.47
28.42	73.4	1011.39	62.72	438.25
26.92	63.73	1010.29	68.6	440.35
30.2	73.67	1006.31	62.14	428.72
26.26	65.06	1013.58	52.72	440.92
33.11	69.75	1008.88	42.08	437.19
23.27	64.69	1006.84	70.53	438.08
27.88	62.66	1009.51	56.44	441.32
29.89	64.69	1006.37	58.78	435.39
22.99	46.93	1014.15	49.42	451.41
23.53	72.24	1010.84	94.33	436.69
20.51	63.86	1020.65	75.36	447.18
21.14	58.05	1012.98	87.27	449.74
26.49	71.73	1010.07	74.48	431.06
26.44	71.77	1006.68	81.45	430.12
25.79	67.17	1007.89	81.38	440.75
24.91	57.17	1010.88	72.97	446.01
21.67	69.71	1010.46	96.83	440.16
22.35	58.59	1013.99	79.78	444.04
27.75	77.24	1007.48	78.37	433.57
27.58	78.05	1010.83	94.98	431.95
25.03	60.27	1017.9	72.04	438.24
25.94	77.24	1007.97	84.82	432.88
21.76	47.93	1005.34	86.28	444.77
24.56	51.86	1014.43	68.85	447.57
23.57	63.91	1011.65	80.74	441.93
30.3	71.98	1004.4	55.6	426.52
23.08	61.86	1013.44	84.64	441.44
20.41	48.06	1012.62	76.21	451.26
27	69.4	1004.86	82.2	433.83
25.67	68.3	1017.16	74.19	435.89
27.17	61.25	1013.03	70.43	435.9
31.07	70.32	1011.74	65.91	436.16
23.66	72.43	1008	89.49	439.02
23.48	66.49	1014.41	62.61	450.05
21.17	64.15	1021.25	62.38	454.15
23.5	50.23	1017.51	75.15	457.51
33.2	73.88	1005.67	48.48	438.12
21.94	64.69	1007.39	77.58	449.36
30.51	59.57	1011.08	61.94	436.92
28.99	68.24	1008.75	66.57	428.28
22.67	68.08	1013	66.59	443.79
23.59	43.77	1010.85	55.98	448.42
25.41	65.12	1016.01	53.39	442.86
28.83	66.44	1008.47	77.49	430.01
21.94	58.79	1010.3	88.21	447.52
22.2	57.17	1009.82	78.43	447.75
25.01	59.54	1007.91	80.93	441.3
21.17	58.46	1017.71	83.98	446.66
23.09	45.01	1012.25	43.95	453.45
26.13	47.93	1002.81	66.19	441.28
29.31	68.67	1006.18	63.38	435.57
28.69	58.33	1013.67	34.1	448.54
24.39	70.72	1009.78	82.25	442.04
24.26	66.44	1011.33	55.32	445.63
32.72	69.75	1009.6	49.35	437.99
28.4	74.93	1013.65	48.6	442.23
21.8	62.39	1007.84	89.04	452.15
23.25	71.29	1008.05	71.36	442.21
24.5	58.66	1011.54	57.92	451.03
25.01	66.56	1009.68	64.94	435.73
22.86	62.52	1016.23	70.67	447.96
25.95	69.51	1009.36	66.82	434.38
30.57	73.03	1013.75	73.68	437.42
26.13	71.25	999.8	88.47	430.6
24.73	69.05	1003.25	66.44	437.93
29.3	73.67	1005.64	65.31	431.07
22.4	58.12	1015.24	78.03	449.13
24.54	72.24	1011.43	74.1	435.08
23.38	48.6	1004.45	69.19	440.9
26.74	59.87	1012.5	62.88	447.88
23.26	59.14	1016.98	76.29	440.37
24.8	50.23	1016.62	63.13	453.56
21.12	63.56	1014.16	81.42	445.9
24.98	58.05	1011.69	69.97	447.15
24.67	68.14	1004.96	58.15	438.4
25.91	75.6	1018.23	62.65	443.2
22.73	63.73	1009.12	94.8	441.75
22.96	68.61	1011.15	76.62	447.18
21	70.02	1010.22	95.11	447.29
26.19	49.3	1003.69	65.88	440.13
22.35	57.76	1017.92	68.18	453.74
24.46	68.61	1011.02	76.66	440.58
21.49	56.9	1007.47	66.66	452.46
24.01	67.17	1007.44	86.87	443.09
24.07	73.46	1006.61	73.46	438.41
27.37	65.06	1013.09	50.92	440.5
25.51	64.27	1013.28	61.85	444.76
24.89	64.27	1013.52	64.65	444.21
29.22	60.23	1009.73	61.5	436.32
31.3	70.79	1004.3	54.37	428.75
28.46	69.75	1009.46	79.75	435.75
26.05	65.59	1012.78	67.03	437.04
22.02	64.45	1012.57	47.87	454.9
25.17	68.08	1012.83	60.87	437.01
26.19	69.34	1009.48	87.59	433.99
21.55	44.05	1005.69	84.05	443.48
23.41	54.42	1012.86	70.12	454.68
25.6	71.73	1010.15	68.99	436.7
21.31	49.39	1020.18	71.35	455.34
24.48	66.25	1009.42	88.17	441.07
29.08	67.79	1010.91	55.96	442.78
23.36	65.18	1012.35	78.09	436.39
25.89	63.56	1013.82	64.51	443.82
30.66	66.25	1007.67	63.03	439.55
21.98	58.79	1010.72	86.85	448.84
21.46	46.63	1012.97	71.29	452.1
30.12	74.16	1013.13	63.56	433.08
20.88	57.85	1012.39	85.47	450.87
24.66	66.49	1010.83	70.06	438.01
27.97	58.84	1002.25	57.88	446.11
20.75	60.77	1017.91	86.06	448.58
25.95	73.77	1001.35	92.67	432.21
25.72	74.67	1016.64	75.93	434.83
31.8	69.05	1000.77	49.82	426.5
24.79	75.6	1017.07	68.23	440.05
29.45	75.6	1018.12	50.68	437.31
30.75	71.22	1006.47	48.06	437.96
29.85	71.58	1010.04	58.66	432.26
29.01	66.56	1006.44	57.62	428.32
25.16	68.08	1010.89	70.16	435.78
28.33	68.14	1004.63	71.21	431.27
21.47	50.12	1009.19	93.68	448.11
32.73	69.88	1007.86	46.95	434.32
29.12	51.43	1005.93	60.66	437.71
28.83	64.96	1000.05	63.57	429.13
24.27	74.99	1007.73	82.49	438.26
26.75	64.79	1017.79	54.31	438.4
25.74	68.94	1007.7	67.56	433.45
22.81	58.96	1013.5	55.66	452.89
24.24	68.3	1018.03	81.51	437.12
27.46	61.86	1012.39	66.09	439.72
24.31	58.62	1017.29	64.44	449.12
29.26	69.34	1009.76	58.64	435.32
29.53	72.39	998.47	76.05	431.69
24.42	62.66	1007.65	71.57	443.09
27.99	71.64	1007.79	72.67	437.81
23.76	51.19	1009.69	70.87	442.9
25.64	50.05	1006.97	67.72	440.86
23.93	65.59	1011.09	87.26	444.9
20.98	47.43	1007.39	68.15	450
22.99	62.96	1019.6	65.05	449.4
29.47	71.32	1008.07	67	437.14
24.86	63.47	1011.5	71.78	441.68
32.56	68.14	1004.02	35.04	425.11
25.42	59.04	1011.98	68.78	444.51
23.43	54.42	1013.58	70.99	454.86
29.29	71.14	1011.49	49.97	432.58
23.77	59.21	1011.97	80.08	440.08
22.48	67.45	1014.77	63.9	445.55
26.48	66.54	1011.61	51.9	438.87
32.39	74.16	1008.53	61.09	431.17
35.2	73.56	1006.56	45.72	434.37
22.9	49.3	1003.45	80.95	441.77
27.83	59.57	1011.22	71.05	443.85
24.39	71.85	1009.73	72.24	438.2
23.14	60.27	1018.51	80.54	442.59
24.26	67.69	1008.48	66.74	437.4
23.31	60.08	1017.14	64.35	452.65
28.05	62.6	1017.01	46.46	449.73
25.45	70.04	1011.2	82.48	430.2
25.42	68.08	1011.2	76.58	433.82
26.63	62.44	1010.86	70.82	438.25
25.71	71.73	1009.72	75.29	434.16
24.34	73.5	1011.31	84.15	440.29
21.81	65.46	1013.97	52.16	444.66
25.09	65.46	1015.29	40.13	442.99
26.27	71.98	1005.72	86.15	427.65
29.59	74.78	1009.45	55.75	436.77
25.26	52.3	1006.65	64.64	442.76
28.16	73.21	1002.27	88.26	432.78
22.59	65.06	1014.36	62.44	444.6
26.84	70.36	1007.41	71.47	442.17
23.21	73.42	1010.34	88.29	439.66
20.54	69.05	1001.6	79.62	442.86
23.73	59.15	1014.08	62.65	444.07
22.88	63.91	1009.63	87.82	442.5
24.56	66.75	1018.5	77.47	435.03
23.25	51.86	1013.54	78.34	450.22
21.48	66.91	1008.58	84.49	447.42
20.76	58.79	1017.22	78.75	447.07
35.01	74.67	1016.1	26.3	428.48
25.64	50.05	1006.97	67.72	440.86
27.39	66.93	1017.16	53.75	441.04
23.94	51.95	1008.61	73.42	448.67
24.5	60.77	1017.15	73.66	439.91
27.71	69.13	1001.63	51.45	432.54
27.16	71.32	1007.81	89.07	430.53
27.51	73.77	1002.42	90.88	436.91
23.05	65.94	1010.99	69.73	442.39
