AT	V	AP	RH	PE
13.32	41.7	1020.22	88.3	451.93
19.9	56.53	1020.52	78.05	456.48
22.21	69.71	1009.69	96.85	440.14
23.1	51.3	1011.93	80.05	452.17
25.18	69.23	1013.26	57.45	438.72
13.39	44.58	1016.5	79.26	474.7
23.45	45.61	1012.84	73.42	454.92
23.96	65.34	1015.52	56.82	449.23
5.91	39.33	1010.18	95.53	491.49
23.92	63.21	1012.52	86.51	445.26
12.53	43.56	1014.8	74.05	469.23
14	40.8	1026.17	54.82	474.87
27.5	68.24	1010.38	73.44	430.9
20.01	59.87	1019	84.12	448.39
25.98	68.12	1011.36	66.86	439
17.85	48.14	1017.16	86.68	451.9
24.26	56.57	1013.86	70.35	442.9
17.14	44.2	1018.91	62.18	457.02
27.14	64.27	1012.71	54.4	441.68
26.45	47.43	1008.87	53.25	442.12
19.44	39.53	1006.99	63.18	457.09
15.84	49.69	1015.14	90.41	462.6
30.61	69.13	1009.32	55.17	429.1
7.47	40.07	1015.45	50.3	489.59
23.33	72.99	1009.33	89.41	440.04
24.05	64.69	1006.63	69.2	438.36
13.63	43.22	1012.71	72.85	464.62
24.6	49.3	1003.72	72.26	439.46
26.17	59.92	1010.01	73.75	444.96
20.6	59.15	1013.32	91.07	443.76
23.7	70.04	1011.13	84.16	436.28
28.14	51.43	1012.16	52.67	445.33
16.85	41.35	1006.14	79.21	463.37
10.98	41.39	1017.54	85.31	476.31
23.25	63.78	1016.01	72.01	448.82
5.18	41.31	1000.59	92.14	485.2
24.82	57.19	1007.82	71.46	439.91
8.83	41.14	1025.37	94.36	474.51
15.46	44.6	1017.7	68.2	459.62
22.95	63.94	1013.91	81.52	438.33
19.4	64.63	1020.38	81.1	453.84
11.52	39.18	1023.43	83.29	474.35
22.89	80.25	1006.38	80.25	446.15
16.41	47.24	1015.75	88.78	457.94
13.82	42.32	1016.32	81.19	463.06
17.94	62.1	1019.81	82.65	453.55
28.88	54.89	1007.16	46.6	440.99
26.23	70.72	1009.73	73.44	445.28
11.17	44.77	1018.2	79.6	470.85
13.97	45.01	1017.44	89.15	461.96
21.92	64.63	1020.42	65.22	452.49
11.6	40.27	1008.55	72.12	473.89
15.5	40.12	1012.79	96.75	460.41
10.18	35.76	1019.71	66.7	473.31
13.58	40.75	1016.05	76.45	472.73
6.25	40.02	1032.14	80.22	481.38
22.54	63.91	1012.15	84.91	446.64
15.29	41.1	1005.75	85.53	467.99
20.52	43.79	1015.9	68.1	463.93
19.66	51.43	1010.17	84.19	459.12
28.81	64.96	1000.46	68.05	427.91
24.05	61.87	1009.64	54.54	442.16
30.09	69.48	1009.51	53.24	435.2
25.62	63.13	1013.84	83.49	439.13
18.91	56.9	1006.98	84.07	448.24
12.06	52.72	1024.53	80.05	467.21
27.44	66.56	1005.51	69.28	428
24.42	63.31	1012.64	71.8	438.39
14.77	49.15	1020.56	80.27	467.72
22.73	66.75	1018.13	84.06	437.93
27.11	69.59	1008.56	79.2	437.2
6.69	36.24	1013.35	91.09	483.82
28.31	64.79	1016.58	60.88	440.96
25.32	71.94	1009.94	62.93	435.06
27.17	61.02	1011.38	65.32	437.06
17.35	39.39	1013.18	67.67	467.85
11.6	39.96	1011.65	80.79	473.22
16.85	52.9	1019.47	81.28	460.84
3.95	35.47	1017.36	84.88	488.64
17.28	39.99	1007.09	74.25	463.28
30.39	66.54	1002.7	59.15	428.89
10.87	38.38	1020.85	69.78	477.03
27.07	66.93	1017.32	55.38	446.48
24.69	71.73	1010.13	70.54	436.78
28.31	65.71	1014.67	59.29	447.26
11.51	41.06	1021.3	78.11	476.91
17.17	44.68	1018.72	83.58	462.53
19.85	56.53	1020.57	74.05	457.17
25.92	60.95	1014.62	48.46	442.84
5.94	39.9	1007.84	86.33	485.86
27.78	72.43	1006.72	74.53	429.62
15.84	41.66	1009.69	62.81	465.5
19.92	38.52	1018.15	60.68	451.16
31.17	69.51	1010.51	43.11	428.94
8.22	41.82	1032.77	71.63	477.86
18.5	41.85	1015.81	64.78	466.8
31.92	75.33	1002.13	65.73	431.32
11.62	41.54	1019.94	66.43	477.75
14.36	40	1016.16	68.79	460.42
23.74	63.9	1014.73	81.9	445.47
8.07	41.17	1019.4	86.43	484.54
29.28	65.71	1013.76	48.05	445.49
27	73.42	1012.2	87.28	432.79
8.55	35.77	1016.15	73.32	481.44
29.22	73.18	1012.22	64.91	430.57
31	77.95	1010.14	65.97	431.62
32	65.74	1011.22	46.16	440.26
29.86	69.34	1009.61	61.27	438.5
28.57	65.27	1013.27	51.11	440.51
24.62	68.31	1010.45	75.18	448.58
8.47	40.46	1019.87	78.19	475.06
12.43	41.62	1011.87	80.57	460.61
14.58	42.07	1017.9	86.14	460.66
26.54	69.34	1009.5	87.18	435.51
25.8	44.57	1008	52.56	450.48
30.96	69.82	1009.6	51.55	438.74
22.07	70.72	1010.52	82.96	442.88
12.76	42.32	1015.35	78.18	466.15
24.18	58.49	1011.3	77.82	445.49
20.36	56.53	1020.25	72.96	455.34
8.46	39.66	1015.14	85.38	484.16
25.37	66.75	1017.94	79.26	434.16
16.78	41.35	1000.23	70.52	459.64
15.67	45.17	1018.73	94.74	462.09
14.46	45.87	1009.21	84.09	464.5
15.17	54.3	1017.38	72.11	464.39
20.58	54.5	1015.04	89.83	467.76
18.86	46.48	1007.28	78.47	452
21.4	47.93	1005.16	88.44	445.2
17.92	50.66	1012.62	93	456.84
32.42	65.74	1010.97	52.73	439.01
17.29	44.63	1019.6	41.98	460.66
17.5	42.23	1013.37	86.87	462.57
18.9	60.07	1016.02	71.38	451.5
7.48	38.5	1014.01	77.35	488.43
27.81	64.69	1006.59	71.75	437.02
10.92	40.92	1021.84	83.03	467.05
26.72	74.87	1010.18	70.74	441.93
26.1	44.57	1007.47	55.15	446.49
19.35	39.72	1002.5	51.24	455.29
15.71	44.06	1018.34	71.69	465.05
12.15	38.78	1013.34	95.05	474.15
19.65	63.91	1009.26	99.08	444.9
3.99	39.9	1009.74	96.81	490.91
19.31	43.56	1013.65	41.54	463.35
31.46	70.79	1003.54	59.51	425.68
10.73	44.92	1025.1	85.4	476.81
7.54	40.72	1023.82	85.15	485.92
34.03	73.56	1006.49	51.07	440.29
28.37	69.13	1010.44	71.93	425.29
11.12	44.92	1025.58	93.52	470.82
17.83	66.86	1011.65	77.31	456.56
20.99	50.12	1008.82	95.97	448.07
29.56	74.22	1007.45	57.46	432.84
11.33	41.16	1019.05	87.13	468.87
13.61	41.74	1021.66	62.83	471.79
26.1	66.25	1009.25	84.52	441.53
16.32	50.88	1013.37	97.19	458.28
17.47	58.59	1014.03	97.13	449.41
11.77	41.06	1021.45	76.63	475.88
10.2	41.62	1016.52	98.09	462.87
15.34	43.5	1021.18	79.44	459.77
19.67	44.71	1015.46	31.46	464.99
27.11	70.04	1009.76	71.25	431.96
5.47	40.62	1018.66	83.61	481.56
29.86	70.8	1010.22	70.36	437.47
8.14	39.96	1023.41	88.86	477.05
25.68	58.41	1013.71	70.61	440.78
24.27	70.47	1008.96	78.31	434.24
16.4	38.01	1022.2	73.05	463.79
25.98	73.18	1012.28	85.78	439.73
31.38	68.27	1006.79	52.79	426.67
21.04	45.09	1014.19	40.62	450.92
19.79	44.9	1008.66	72.68	455.59
28.52	57.82	1004.81	57.82	435.4
13.87	38.01	1022.61	84.22	473.39
9.41	34.69	1027.02	78.91	480.87
14.31	42.86	1031.14	69.6	465.36
20.62	43.43	1009.93	64.02	449.07
15.24	48.6	1007.08	86.49	459.85
13.76	45.87	1008.89	87.27	463.5
18.26	69.94	1004.1	97.39	443.59
18.38	62.1	1020.12	77.27	452.91
21.01	50.9	1012.24	70.82	453.99
13.1	49.83	1007.29	92.79	466.08
29.29	73.18	1012.4	66.65	430.31
24.51	65.12	1016.18	62.39	447.46
14.72	38.91	1015.17	61.75	468.87
21.54	66.54	1004.99	92.87	440.8
17.97	65.94	1012.92	88.22	448.88
14.46	44.78	1007.64	67.03	459.31
22.69	54.2	1012.92	65.55	444.26
16.8	44.9	1009.14	79.78	456.42
13.07	40.83	1010	84.84	471.19
23.57	64.15	1020.95	68.19	450.08
29.86	64.79	1017.37	44.8	439.89
27.92	69.23	1013.21	44.43	435.62
26.8	58.84	1001.2	65.03	445.76
25.41	77.54	1009.68	89.09	434.09
31.07	70.32	1011.74	65.91	436.16
13.46	39.85	1012.76	72.94	472.5
11.64	41.44	1016.4	73.18	478.99
23.82	63.76	1009.8	68.94	440.52
7.71	38.06	1021	83.47	482.78
26.49	67.69	1004.61	78.13	430.62
10.3	41.46	1018.21	86.17	479.65
12.82	41.58	1020.37	81.06	464.07
25.17	64.79	1017.87	63.26	442.15
28.52	64.96	1005.9	70.79	431.36
29.6	69.82	1010.49	61.66	438.47
18.9	47.83	1005.31	77.79	455.94
12.39	44.58	1016.38	84.95	475.37
25.58	61.08	1013.37	71.27	446.32
14.65	35.4	1016.16	60.26	469.61
6.4	41.17	1019.54	85.37	488.82
16.97	39.16	1005.7	69.13	458.59
18.13	66.86	1012.9	78.84	454.85
17.15	43.69	1017.05	63.36	463.88
25.18	61.08	1013.08	80.75	445.64
20.58	39.53	1005.68	62.09	460.1
16.65	49.69	1014.01	91	460.03
23.83	71.37	1002.04	64.78	443.29
26.88	79.74	1006.54	93.7	434.77
15.08	37.85	1009.85	85.9	465.58
22.94	58.05	1012.27	80.12	433.77
14.55	42.74	1028.41	70.09	465.81
25.76	57.32	1011.93	43.61	440.26
9.27	38.56	1017.69	62.49	475.42
11.55	40.6	1014.44	87.06	475.14
18.6	43.56	1013.9	51.16	464.67
22.11	59.8	1016.86	70.14	450.62
7.22	41.01	1025.19	97.27	476.15
19.62	43.56	1012.89	37.6	463.33
15.79	44.89	1010.19	84.61	458.09
23.39	68.51	1013.09	78.6	438.35
30.92	80.18	1010.11	72.47	432.35
14.47	48.79	1017.05	69.87	466.25
32.38	67.17	1006.97	60.04	438.67
14.44	40.8	1025.05	56.59	472.95
14.64	45	1021.78	41.25	475.98
14.12	39.52	1018.41	78.32	465.09
29.57	67.83	1009.19	55.74	427.62
7.31	42.18	1014.75	86.75	477.38
18.83	58.46	1016.85	87.16	449.63
18.28	60.1	1009.72	85.79	452.93
7.53	43.65	1018.58	64.85	479.15
7.81	39.64	1011.42	86.68	482.22
28.41	75.6	1018.48	56.07	440.28
14	41.78	1010.96	48.37	465.62
6.26	41.31	1002.04	87.54	485.57
8.77	40.46	1019.68	77.84	475
10.7	36.18	1018.16	63.15	475.08
24.16	66.05	1016.45	73.27	443.75
8.26	44.71	1020.85	68.82	485.19
21.13	47.43	1006.97	64.26	448.83
6.77	40.78	1024.86	96.58	478.24
21.01	51.19	1008.44	81.49	446.2
14.73	54.3	1016.75	67.13	463.63
24.66	48.78	1018.39	71.79	449.11
14.18	53.82	1016.9	64.57	465.25
23.63	58.79	1017.2	67.68	442.86
16.47	44.89	1010.04	82.01	459.69
17.33	41.35	999.51	68.36	460.46
27.25	73.03	1014.15	68.52	439.78
26.2	71.14	1007.92	72.95	431.7
20.13	43.43	1009.75	66.16	453.47
15.6	41.7	1019.15	84.1	461.38
14.79	47.83	1007.27	92.04	463.22
31.07	70.98	1007.24	72.03	432.96
10.07	44.68	1023.44	90.95	477.52
27.16	66.44	1011.2	73.37	431.85
12.14	44.85	1014.36	60.04	476.68
27.04	65.06	1013.33	52.37	439.84
10.55	41.55	1005.02	63.24	473.99
23.64	60.95	1014.92	64.91	447.86
30.8	69.14	1007.68	63.78	433.62
21.33	63.86	1020.33	72.13	445.02
25.52	67.17	1007.33	85.12	440.02
21.28	70.32	1011.06	90.12	439
9.46	42.28	1008.67	78.16	481.95
27.14	63.13	1013.38	75.68	438.82
7.94	40.56	1023.25	80.84	488.01
8.47	41.26	1020.57	91.28	477.14
12.66	41.2	1015.88	89.12	466.49
19.18	50.12	1005.99	100.09	444.56
27.94	63.07	1010.75	38.57	441
19.96	39.53	1006.16	62.77	460.49
14.68	58.2	1018.5	83.3	458.51
25.74	63.73	1010.88	70.87	441.9
11.46	44.85	1014.3	63.24	475.33
10.33	40	1021.35	90.84	479.32
9.38	41.44	1015.09	86.8	481.96
19.1	56.53	1020.18	76.38	455.52
6.5	38.5	1013.92	90.1	486.78
14.39	44.84	1023.55	91.14	464.15
13.83	40.78	1024.85	73.08	458.85
25.64	47.01	1014.81	62.29	454.48
22.55	69.84	1006.57	76.29	438.54
21.04	54.2	1012.26	85.61	443.41
22.43	69.84	1006.94	75.54	436.19
23.95	60.37	1004.96	79.48	440.9
19.94	65.46	1017.7	68.94	448.67
14.12	41.39	1018.73	76.51	472.88
9.87	42.74	1024.61	87.74	470.9
10.16	39.3	1019.71	81.21	480.74
6.86	38.08	1019.62	77.37	486.92
31.41	64.44	1013.84	49.49	439.3
8.9	41.4	1030.83	85.63	472.95
14.85	58.59	1014.04	89.85	454.62
14.42	44.66	1016.1	93.89	461.34
22.02	69.45	1013.84	75.75	440.26
19.08	46.93	1010.6	75.21	454.45
24.43	67.25	1017.99	74.27	436.5
7.61	41.26	1009.05	97.32	480.68
19.5	52.72	1025.21	50.21	457.26
10.39	44.85	1014.22	78.42	478.05
28.51	76.09	1007.88	78.2	438.28
30.05	73.68	1014.95	70.6	434.92
25.11	62.26	1011.12	78.01	434.97
9.75	40.81	1026	84.44	481.95
19.13	50.78	1008.51	87.54	447.03
27.28	47.93	1003.46	59.22	438
29.3	70.04	1010.95	61.23	426.25
21.67	61.45	1010.84	92.19	443.82
15.45	46.63	1012.6	85.47	464.37
5.86	40.62	1017.03	85.06	480.71
15.07	50.88	1014.33	100.12	464.37
23.66	72.43	1008	89.49	439.02
27.52	66.48	1004.99	52.54	429.67
20.76	57.25	1011.01	90.31	444.85
27.37	76.09	1007.52	89.12	433.34
14.87	54.3	1017.17	71.57	462.87
13.97	53.82	1016.81	62.32	465.24
24.96	68.12	1011.27	70.22	437.62
22.8	69.23	1011.8	76.95	439.3
11.68	40.55	1017.31	99.82	473.51
28.04	69.14	1007.16	80.38	436.37
24.2	57.85	1013.05	70.29	446.87
25.97	69.34	1009.43	88.11	435.02
23.23	71.77	1005.01	88.1	432.8
10.71	41.93	1018.23	90.88	478.76
29	69.68	1012.78	66.09	442.79
21.09	74.93	1015.11	81.93	443.51
25.99	68.08	1013.13	59.14	442.14
23.56	73.67	1007.13	87.1	439.27
21.47	57.19	1006.45	75.8	448.31
25.41	65.12	1016.01	53.39	442.86
30.61	69.13	1009.32	55.17	429.1
24.54	48.06	1013.02	55.18	443.67
32.06	71.85	1007.9	56.44	426.07
12.88	42.74	1026.25	74.54	470.89
9.98	41.54	1019.7	80.79	480.26
17.9	58.33	1013.6	85.81	452.28
16.42	40.56	1020.36	50.62	472.17
4.97	38.91	1018.99	89.86	489.96
31.17	69.51	1010.51	43.11	428.94
18.87	52.05	1012.02	53.46	458.64
20.6	44.58	1017.67	48.36	466.2
17.84	52.08	1006.65	100.09	450.67
16.12	45.87	1008.15	86.12	457.41
20.08	63.09	1019	77.06	448.74
31.54	71.06	1008.4	71.77	431.87
27.43	63.87	1017.6	43.33	442.71
12.68	43.7	1016.07	86.89	471.8
31.23	66.75	1017.48	36.55	433.9
25.96	68.08	1011.34	71.57	432.82
19.41	67.32	1012.34	78.8	446.71
8.49	36.25	1029.7	84.41	480.35
27.62	72.43	1007.54	71.33	428.76
5.4	39.4	1011.45	91.84	485.86
21.73	69.05	1001.31	86.64	439.01
18.62	61.27	1019.26	73.35	455.75
16.41	47.24	1015.75	88.78	457.94
10.51	39.04	1023.95	85.35	479.15
26.55	60.23	1009.88	79.54	438.95
30.26	71.77	1006.24	58.98	429.27
17.48	40.89	1011.39	62.45	462.59
28.69	71.29	1009.22	68.35	433.07
25.87	44.57	1007.43	55.92	445.79
16.78	41.35	1000.23	70.52	459.64
25.3	49.3	1003.67	69.08	436.62
10.27	52.75	1026.19	76.78	470.76
22.86	47.43	1009.75	61.54	452.53
14.79	39.52	1017.95	71.97	469.47
12.31	40.64	1020.71	94.6	475.65
15.55	40.66	1016.21	88.5	457.53
17.48	43.14	1018.68	74.85	459.59
6.41	40.81	1026.57	93.51	484.49
29.76	73.56	1008.07	84.85	432.51
11.73	37.92	1008.02	72.68	472.51
29.95	67.25	1017.68	51.91	433.13
16.97	50.9	1012.31	82.65	463.28
9.15	40.11	1023.82	75.4	475.01
14.93	39.16	1007.25	72.35	463.2
22.4	68.31	1009.52	83.5	446.91
27.18	79.05	1008.99	94.32	434.01
7.49	39.81	1018.2	85.96	483.71
19.77	49.39	1019.02	91.03	451.05
19.98	49.15	1021.56	63.89	457.54
7.69	36.24	1013.08	88.37	482.46
11.71	40.05	1014.49	86.09	471.49
28.37	71.64	1007.39	71.06	434.91
19.7	43.79	1015.93	47.39	464.41
23.89	48.41	1010.48	62.31	441.83
8.29	36.08	1020.38	81.53	483.26
28.99	68.24	1008.75	66.57	428.28
22.88	71.73	1010.11	86.96	436.36
19.45	46.33	1013.39	99.52	452.82
4.97	40.64	1020.91	94.28	485.43
7.57	39.61	1018.66	85.73	480.86
12.22	40.78	1024.02	85.46	464.12
25.72	74.67	1016.64	75.93	434.83
14.46	53.82	1016.55	68.11	462.6
29.91	74.33	1013.22	39.76	430.26
16.83	46.48	1007.21	87.23	455.64
22.91	66.44	1011.23	63.43	444.48
10.36	41.46	1017.53	92.04	478.27
9.75	52.72	1026.03	78.53	473.41
24.27	61.47	1007.84	80.85	448.66
23.62	68.63	1013.18	50.57	447.3
26.1	62.91	1012.44	60.91	446.05
27.07	65.59	1012.14	63.93	442.71
12.89	48.14	1017.48	83.95	463.77
27.47	66.86	1006.1	70.2	437.45
4.08	35.19	1018.87	97.07	489.44
14.46	45.87	1009.21	84.09	464.5
30.58	70.04	1010.4	48.16	431.59
14.17	42.86	1030.94	66.47	466.2
26.06	65.34	1014.07	57.63	444.55
7.92	36.08	1021.01	81.84	482.98
18.81	52.08	1005.77	98.86	450.72
31.61	69.04	1008.11	47.96	439.19
12.51	41.14	1027.36	87.86	463.79
27.61	49.16	1005.01	35.63	441.18
4.31	38.5	1011.75	82.08	492.92
12.74	41.5	1012.94	86.28	469.92
8.19	40.69	1019.86	85.23	477.76
23.46	73.18	1012.07	88.14	438.62
24.75	69.89	1015.29	82.01	438.1
14.79	39.54	1007.25	82.54	469.23
24.17	48.78	1018.08	75.14	440.96
11.2	42.02	999.99	96.69	472.27
31.04	68.31	1010.54	42.74	441.56
17.62	43.69	1016.49	67.92	465.93
9.59	38.91	1011.87	81.3	479.96
9.33	39.96	1024.55	98.58	473.78
15.97	52.72	1024.72	65.97	462.64
12.91	42.07	1018.4	86.5	466.05
10.39	40.96	1023.51	84.73	479
25.65	78.92	1010.83	86.56	434.78
19.19	63.31	1016.88	66.58	453.16
30.44	56.24	1005.19	56.24	429.34
14.69	49.64	1023.43	78.17	434.12
31.94	74.99	1002.05	34.12	440.17
24.48	66.25	1009.42	88.17	441.07
3.21	38.44	1016.9	86.34	491.35
23.64	71.25	1004.92	93.87	442.26
26	70.47	1009.61	74.66	435.05
22.29	43.79	1015.68	41.75	461.23
19.86	41.67	1012.31	53.9	462.86
13.51	44.9	1019.29	77.24	464.86
18.25	60.1	1009.72	90.15	456.25
24.92	63.86	1019.19	59.24	440.93
28.43	68.08	1011.32	58.19	433.05
12.98	39.64	1013.95	74.39	473.54
12.24	40.96	1023.22	78.74	475.32
18.1	45	1023.05	48.41	465.46
27	60.96	1012.36	58.97	450.15
23.46	47.01	1014.41	69.19	457.76
23.56	73.67	1007.13	87.1	439.27
22.68	70.47	1010.86	82.8	441.47
12.8	41.16	1022.43	86.19	462.72
19.72	51.19	1008.51	95.28	446.01
26.81	74.9	1003.99	79.88	435.56
24.39	51.86	1014.92	59.98	447.7
19.59	66.54	1012.73	85.84	447.16
25.98	68.12	1011.36	66.86	439
33.43	66.44	1010.29	53.45	433.01
23.26	59.14	1016.98	76.29	440.37
10.36	43.67	1012.16	77.04	478.27
11.49	41.54	1020.17	70.91	476.74
14.81	40.71	1018.54	73	467.66
14.34	42.86	1031.75	66.81	466.17
18.92	44.63	1020.32	47.81	451.64
18.4	43.96	1012.4	77.81	464.63
9.55	41.44	1015.07	85.94	481.75
22.32	64.27	1014.35	82.98	446.62
34.24	74.67	1016.24	25.56	425.58
24.07	71.97	1008.83	94.87	441.84
9.34	40.77	1012.14	90.81	477.36
14.05	41.39	1019.06	68.54	472.19
10.52	41.78	1013.54	71.52	474.58
12.61	43.22	1013.41	78.94	466.85
25.77	63.31	1012.76	65.98	439.98
14.55	44.84	1023.83	87.6	465.14
21.08	70.32	1011.39	88.79	440.59
21.18	70.02	1010.27	96.46	442.51
9.6	42.03	1017.66	92.27	474.65
17.13	42.86	1014.15	73.6	463.09
9.42	41.4	1029.6	87.43	478.12
11.75	42.32	1015.28	77.25	470.44
7.73	39.04	1018.61	68.23	482.39
21.38	49.21	1012.49	53.77	449.66
14.07	43.34	1015.79	86	463.77
28.9	60.07	1015.96	45.06	440.62
23.7	69.23	1011.73	73.18	437.15
14.47	41.76	1021.98	78.41	464
16	43.34	1013.89	78.39	462.33
21.7	60.77	1018.07	88.15	444.66
30.08	68.14	1003.99	77.38	425.27
27.77	62.26	1010.88	66.45	430.19
20.56	59.14	1016.02	68.59	448.82
20.41	48.06	1012.62	76.21	451.26
8.61	41.04	1024.81	95.6	473.62
22.36	59.44	1013.1	84.74	446.75
16	40.66	1016.12	89.23	457.12
25.15	73.67	1007.42	85.48	435.9
26.92	68.27	1008.11	61.73	435.17
5.68	40.35	1012.11	92.86	486.79
13.92	43.5	1021.14	88.44	461.45
13.01	41.58	1020.82	78.41	464.64
16.46	61.27	1020.02	74.54	456.64
6.28	43.02	1013.72	88.13	487.17
11.18	39.61	1018.56	68	468.75
16	43.34	1013.89	78.39	462.33
31.33	65.18	1011.97	36.62	435.77
23.74	63.9	1014.73	81.9	445.47
26.65	58.41	1013.53	65.83	442.66
20.86	67.25	1017.45	81.45	444.5
31.85	69.04	1008.35	46.09	434.79
10.5	52.72	1026.32	85.04	468.01
7.24	41.17	1020.35	80.56	486.76
22.93	58.2	1017.75	54.09	444.95
19.11	58.95	1017.07	85.49	449.89
16.51	51.86	1022.37	81.18	442.48
27.75	65.34	1014.8	45.91	440.83
29.88	68.08	1011.14	55.78	429.33
28.96	66.54	1002.54	56.33	429.48
13.12	52.75	1023.69	67.5	462.7
13.92	41.16	1000.98	83.89	454.15
32.26	71.29	1008.41	48.58	431.96
23.94	63.21	1013.52	83.12	440.15
11.85	42.07	1017.92	93.45	467.25
17.27	43.52	1021.37	76.73	460.08
12.71	43.8	1023.15	71.16	466.2
7.64	41.17	1020.01	75.14	488.53
6.49	39.33	1010.85	91.85	489.22
28.62	79.74	1008.12	65.39	436.12
27	59.15	1013.12	61.39	440.58
21.04	47.43	1007.15	64.82	450.27
14.16	39.28	1015.63	77.29	471.27
17.74	58.33	1013.55	81.8	446.01
28.32	47.93	1003.26	54.5	439.5
31.16	67.45	1014.69	32.25	428.35
10.9	39.64	1010.58	64.88	477.04
8.49	43.69	1016.93	85.63	483.62
30.91	70.32	1011.92	65.59	433.71
26.79	77.95	1009.9	80.22	437.91
16.38	47.45	1010.08	88.86	450.69
21.48	66.91	1008.58	84.49	447.42
24.57	49.82	1016.82	65.25	452.3
8.22	41.03	1021.76	82.97	485.5
13.2	41.78	1010.49	64.96	468.58
16.34	36.99	1006.99	90.06	466.24
9.99	42.07	1018.78	85.68	471.6
26.18	52.36	1013.46	56.65	453.54
26.68	63.73	1009.7	71.55	439.69
19.18	65.06	1015.99	77.06	448.26
30.78	69.14	1007.27	62.77	433.96
32.57	78.92	1011.6	66.47	430.12
15.07	43.48	1015.22	57.74	459.96
13.83	44.45	1021.5	68.75	462.6
9.51	40.46	1018.84	70.12	471.32
21.39	62.96	1019.49	72.24	452.68
6.75	39.9	1008.3	87.42	484.05
31.33	58.9	1003.77	52.34	439.54
32.37	68.67	1005.45	47.98	430.35
10.01	43.7	1015.73	91.97	479.24
19.2	54.2	1011.46	84.44	450.75
19.53	66.54	1013.72	81.46	451.19
27.06	64.45	1008.72	54.21	443.1
28.42	73.4	1011.39	62.72	438.25
32.72	69.75	1009.6	49.35	437.99
14.19	39.52	1018.34	77.25	467.14
7.68	39.96	1023.73	87.48	477.84
29.59	71.77	1006.33	62.35	426.62
6.93	39.81	1017.25	87.29	484.98
23.55	62.96	1020.16	70.16	447.65
15.31	52.75	1025.21	55.22	460.77
8.51	40.78	1023.51	89.84	471.11
26.02	59.57	1011.16	76.93	446.5
25.67	68.3	1017.16	74.19	435.89
8.26	44.71	1020.85	68.82	485.19
16.5	44.2	1018.94	63.59	458.3
13.55	43.48	1016.08	67.25	464.33
11.01	42.02	995.24	98.62	473.96
18.17	52.08	1001.91	100.09	451.06
15.3	41.76	1022.57	71.56	466.59
16.52	43.7	1015.08	58.36	466.73
16.9	54.3	1017.97	60.57	460.57
11.44	44.2	1018.14	84.9	476.12
11.56	41.62	1012.5	91.42	460.6
11.98	44.58	1016.45	78.8	477.56
24.13	73.18	1012.62	91.52	436.22
34.48	74.34	1000.91	42.61	433.94
26.36	73.68	1013.99	86.44	430.39
14.1	43.34	1012.91	86.45	465.22
17	45.09	1013.52	88.32	458.94
28.07	74.33	1012	71.69	428.87
30.21	69.4	1003.69	62.89	438.18
23.6	57.17	1009.84	74.27	446.05
11.99	49.83	1008.33	95.2	468.22
25.94	60.75	1007.22	64.76	439.46
7.19	40.81	1015.22	85.65	487.15
28.69	58.33	1013.67	34.1	448.54
17.35	42.86	1014.62	74.16	465.16
24.49	65.06	1014.07	63.32	441.4
26.68	68.08	1011.41	67.33	433.04
33.43	66.44	1010.29	53.45	433.01
24.11	59.27	1011.02	78.18	444.35
8.87	41.16	1023.17	94.13	472.45
28.36	68.08	1013.34	42.82	434.54
12.41	45.87	1004.78	80.02	468.14
5.84	40.62	1018.58	82.73	482.1
15.47	43.13	1015.11	50.5	466.63
14.14	43.34	1017.1	81.77	464.36
8.39	36.24	1013.39	89.13	480.69
22.77	69.84	1005.75	84.26	436.75
12.41	45.87	1004.78	80.02	468.14
9.3	43.14	1010.99	88.12	477.02
24.81	63.73	1009.34	83.61	440.43
23.48	60.23	1011.91	79.48	437.44
13.09	43.67	1012.22	91.91	474.45
9.88	37.83	1005.68	97.61	470.44
30.49	64.44	1013.43	51.73	438.09
25.16	77.3	1000.73	86.4	439.37
30.98	69.82	1009.17	50.63	438.44
31.9	73.42	1010.82	60.58	432.27
24.81	67.17	1007.71	84.37	442.75
31.87	70.94	1006.94	50.78	429.41
13.43	40.1	1015.82	87.9	471.77
24.51	51.86	1014.64	67.57	446.74
18.82	61.27	1019.5	72.23	455.29
10.42	39.96	1025.21	95.69	470.81
23.13	71.25	1002.49	94.59	431.91
9.82	37.83	1005.29	100.07	473.66
18.58	64.45	1009.68	67.57	444.28
27.09	65.61	1014.22	48.13	442.94
25.84	67.83	1009.26	59.55	433.32
12.6	41.5	1013.07	86.22	472.45
13.53	38.73	1004.86	85.38	472.46
19.79	44.9	1008.66	72.68	455.59
31.49	69.13	1009.33	53.9	425.74
14.16	44.58	1020.75	77.42	473.22
17.53	42.24	1016.9	60.95	470.63
16.48	68.28	1004.27	99.89	449.7
24.67	61.5	1009.06	72.77	437.37
10.37	37.83	1006.5	90.99	470.66
18.22	58.2	1017.09	81.92	451.04
7.61	39.37	1015.84	83.73	483.74
24.24	72.43	1008.02	86.4	436.6
29.95	73.42	1011.44	66.32	432.81
19.61	45.01	1014.84	64.42	461.97
11.31	42.02	1001.18	94.86	471.26
8.54	38.08	1019.75	71.24	478.31
28.07	70.32	1007.17	67.02	430.29
29.38	74.9	1003.25	72.19	433.74
24.8	65.48	1018.56	62.05	442.02
13.42	41.74	1020.96	61.8	473.45
